uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:A1991FB75600002,LABORATORY STUDIES ON CORROSION OF UNALLOYED STEEL IN COOLING WATERS,WERKSTOFFE UND KORROSION-MATERIALS AND CORROSION,1,42,8-11,JAN,1991,"NAUMANN, G | SCHIMKE, D",,NA,NA,FB756,0947-5117,NA,all,all
WOS:000359833900015,Effect of a Humus Soil Side-Stream Reactor (HSR) on the Bacterial Characteristics in Enhanced Biological Phosphorus Removal Process,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,6,48,498-505,JUN,2015,"Wu, Min | Zhu, Rui | Ma, HuiRong | Zhu, Heguang | Dai, Xiaohu | Yang, Jian",Polyphosphate Accumulating Organisms | Glycogen Accumulating Organisms | Humus Soil Side-Stream Reactor | Polyphosphate Kinase,10.1252/jcej.14we069,NA,CP4ED,0021-9592,NA,all,all
WOS:000169515200004,Stoichiometry and kinetics of acetate uptake under anaerobic conditions by an enriched culture of phosphorus-accumulating organisms at different pHs,BIOTECHNOLOGY AND BIOENGINEERING,1,76,32-43,NA,2001,"Filipe, CDM | Daigger, GT | Grady, CPL",acetate uptake | GAOs | kinetics | PAOs | pH | stoichiometry,NA,NA,446LR,0006-3592,NA,all,all
WOS:000088958500012,Morphological characteristics of microbial sludge performing enhanced biological phosphorus removal in a sequencing batch reactor fed with glucose as sole carbon source,WATER SCIENCE AND TECHNOLOGY,12,41,79-84,NA,2000,"Jeon, CO | Lee, DS | Park, JM",electron microscope | enhanced biological phosphorus removal | glucose | polyphosphate accumulating organism | sequencing batch reactor,NA,NA,347ZF,0273-1223,NA,all,all
WOS:A1994PB88500028,BLOOD SUBSTITUTES BASED ON MODIFIED HEMOGLOBIN,VOX SANGUINIS,NA,67,139-142,JUL,1994,"BAKKER, JC | BLEEKER, WK",,NA,NA,PB885,0042-9007,NA,all,all
WOS:000088540300002,Chemical properties of processed Ras cheese spreads as affected by emulsifying salt mixtures,JOURNAL OF FOOD PROCESSING AND PRESERVATION,3,24,191-208,AUG,2000,"Abdel-Hamid, LB | El-Shabrawy, SA | Awad, RA | Singh, RK",,NA,NA,340NH,0145-8892,NA,all,all
WOS:A1992KD48600007,ADDITIONAL CHARACTERISTICS OF THE POLYPHOSPHATE-ACCUMULATING ACINETOBACTER STRAIN 210A AND ITS IDENTIFICATION AS ACINETOBACTER-JOHNSONII,FEMS MICROBIOLOGY ECOLOGY,1,102,57-64,DEC 1,1992,"BONTING, CFC | WILLEMSEN, BMF | AKKERMANSVANVLIET, W | BOUVET, PJM | KORTSTEE, GJJ | ZEHNDER, AJB",ACINETOBACTER-JOHNSONII | POLYPHOSPHATE | POLY-BETA-HYDROXYBUTYRIC ACID | GLUCOSE DEHYDROGENASE | PLASMIDS | PHOSPHATE REMOVAL,NA,NA,KD486,0168-6496,NA,all,all
WOS:A1992KN73800003,RELATIVE EFFICIENCY OF AMMONIUM POLYPHOSPHATES AND CONVENTIONAL ORTHOPHOSPHATES FOR WHEAT (TRITICUM-AESTIVUM) AND WHEAT-FODDER COWPEA (VIGNA-UNGUICULATA) CROPPING SEQUENCE,INDIAN JOURNAL OF AGRONOMY,2,37,226-230,JUN,1992,"VENUGOPALAN, MV | PRASAD, R",,NA,NA,KN738,0537-197X,NA,all,all
WOS:000082017000001,Effect of polyphosphate metabolism on the Escherichia coli phosphate-starvation response,BIOTECHNOLOGY PROGRESS,4,15,587-593,JUL-AUG,1999,"Van Dien, SJ | Keasling, JD",,NA,NA,226JN,8756-7938,NA,all,all
WOS:A1972L762000011,"EFFECT OF POLYPHLORETIN PHOSPHATE, POLYESTRADIOL PHOSPHATE, A DIPHOSPHONATE AND A POLYPHOSPHATE ON CALCIFICATION INDUCED BY DIHYDROTACHYSTEROL IN SKIN, AORTA AND KIDNEY OF RATS",EXPERIENTIA,2,28,137-&,NA,1972,"CASEY, PA | CASEY, G | FLEISCH, H | RUSSEL, RGG",,NA,NA,L7620,0014-4754,NA,all,all
WOS:A1990DM13100002,EFFECT OF VINPOCETINE ON OXYGEN RELEASE OF HEMOGLOBIN AND ERYTHROCYTE ORGANIC POLYPHOSPHATE CONCENTRATIONS IN PATIENTS WITH VASCULAR DEMENTIA OF THE BINSWANGER TYPE,ARZNEIMITTEL-FORSCHUNG/DRUG RESEARCH,6,40-1,640-643,JUN,1990,"TOHGI, H | SASAKI, K | CHIBA, K | NOZAKI, Y",,NA,NA,DM131,0004-4172,NA,all,all
WOS:000320305000001,Measurement and investigation of intumescent char strength: Application to polyurethanes,JOURNAL OF FIRE SCIENCES,4,31,293-308,JUL,2013,"Muller, Maryska | Bourbigot, Serge | Duquesne, Sophie | Klein, Rene A. | Giannini, Giacomo | Lindsay, Chris I.",Intumescence | heating conditions | char strength | polyurethane | ammonium polyphosphate,10.1177/0734904112472015,NA,162ZO,0734-9041,NA,all,all
WOS:000086398200014,Characterization of a polyamide-6-based intumescent additive for thermoplastic formulations,POLYMER,14,41,5283-5296,JUN,2000,"Le Bras, M | Bourbigot, S | Felix, E | Pouille, F | Siat, C | Traisnel, M",ammonium polyphosphate | polyamide-6 | ethylene vinyl acetate copolymer,NA,NA,303AG,0032-3861,NA,all,all
WOS:000266639800006,Selective Laser Sintering of Calcium Polyphosphate: Finite Element Modeling and Experiments,JOURNAL OF LASER MICRO NANOENGINEERING,1,4,28-34,APR,2009,"Shanjani, Yaser | Toyserkani, Ehsan",selective laser sintering | liquid phase sintering | calcium polyphosphate | porosity | heat affected zone,NA,NA,453VA,1880-0688,NA,all,all
WOS:000351513500013,Kinetic and stoichiometric characterization for efficient enhanced biological phosphorus removal (EBPR) process at high temperatures,BIOPROCESS AND BIOSYSTEMS ENGINEERING,4,38,729-737,APR,2015,"Liau, Kee Fui | Shoji, Tadashi | Ong, Ying Hui | Chua, Adeline Seak May | Yeoh, Hak Koon | Ho, Pei Yee",Activated sludge model | Glycogen accumulating organisms | Parameter estimation | Polyphosphate-accumulating organisms | Tropical climate,10.1007/s00449-014-1313-3,NA,CE0RR,1615-7591,NA,all,all
WOS:A1996VA02500017,Kinetic mechanisms of polyphosphate glucokinase from Mycobacterium tuberculosis,BIOCHEMISTRY,30,35,9772-9781,JUL 30,1996,"Hsieh, PC | Kowalczyk, TH | Phillips, NFB",,NA,NA,VA025,0006-2960,NA,all,all
WOS:000084825900013,Resistance of sodium polyphosphate-modified fly ash/calcium aluminate blend cements to hot H2SO4 solution,CEMENT AND CONCRETE RESEARCH,12,29,1969-1976,DEC,1999,"Sugama, T | Weber, L | Brothers, LE",calcium phosphate cement | sulfate attack | fly ash | calcium aluminate cement | sodium polyphosphate | geothermal cement,NA,NA,275NH,0008-8846,NA,all,all
