uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,environment,category
WOS:000449554400007,"Effects of conversion of wetlands to rice and fish farming on water quality in valley bottoms of the Migina catchment, southern Rwanda",ECOLOGICAL ENGINEERING,NA,125,76-86,DEC 15,2018,"Uwimana, A. | van Dam, A. A. | Irvine, K.",Wetland restoration | Ecosystem services | Nutrients | Sediments | Water quality | Valley bottom agriculture | Aquaculture,10.1016/j.ecoleng.2018.10.019,NA,GZ6NO,0925-8574,NA,agriculture,agriculture
WOS:000238126800002,"Using diatoms to assess the impacts of prehistoric, pre-industrial and modern land-use on Danish lakes",REGIONAL ENVIRONMENTAL CHANGE,1-2,6,17-24,MAR,2006,"Bradshaw, EG | Nielsen, AB | Anderson, NJ",palaeolimnology | land-use | eutrophication | water framework directive | reference conditions,10.1007/s10113-005-0007-4,NA,050YL,1436-3798,NA,agriculture,agriculture
WOS:000356937900038,Historical accumulation of N and P and sources of organic matter and N in sediment in an agricultural reservoir in Northern China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,13,22,9951-9964,JUL,2015,"Ni, Zhaokui | Wang, Shengrui | Chu, Zhaosheng | Jin, Xiangcan",Sediment | Pollution history | Agriculture | Eutrophication | Northern China,10.1007/s11356-015-4169-4,NA,CL4QI,0944-1344,NA,agriculture,agriculture
WOS:000244766400038,Nutrient and mercury variations in soils from family farms of the Tapajo's region (Brazilian Amazon): Recommendations for better farming,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,2-4,120,449-462,MAY,2007,"Farella, N. | Davidson, R. | Lucotte, M. | Daigle, S.",deforestation | Amazon | agriculture | land use | mercury | cations | phosphorus | nitrogen,10.1016/j.agee.2006.11.003,NA,144AB,0167-8809,NA,agriculture,agriculture
WOS:000286020500012,"Hydrology and water quality across gradients of agricultural intensity in the Little River watershed area, New Brunswick, Canada",JOURNAL OF SOIL AND WATER CONSERVATION,1,66,71-84,JAN-FEB,2011,"Chow, L. | Xing, Z. | Benoy, G. | Rees, H. W. | Meng, F. | Jiang, Y. | Daigle, J. L.",agrichemicals | monitoring station | sediments | water flow | water quality | watershed,10.2489/jswc.66.1.71,NA,703ZM,0022-4561,NA,agriculture,agriculture
WOS:000457952700095,Mitigating particle and nutrient losses via subsurface agricultural drainage using lightweight aggregates,AGRICULTURAL WATER MANAGEMENT,NA,213,1004-1015,MAR 1,2019,"Bjerkholt, Jarle T. | Kvaerner, Jens | Jenssen, Petter D. | Briseid, Tormod",Field drainage | Sediment loss | Phosphorus loss | Non-point source | Preferential flow,10.1016/j.agwat.2018.12.022,NA,HK4SF,0378-3774,NA,agriculture,agriculture
WOS:000482394800003,Trophic state modeling for shallow freshwater reservoir: a new approach,ENVIRONMENTAL MONITORING AND ASSESSMENT,9,191,,SEP,2019,"Markad, Adinath T. | Landge, Asha T. | Nayak, Binaya B. | Inamdar, Arun B. | Mishra, Akhil K.",Trophic state index | Reservoir eutrophication empirical models | Phosphorus | Chlorophyll | Secchi disk depth,10.1007/s10661-019-7740-5,NA,IS8JA,0167-6369,NA,agriculture,agriculture
WOS:000242101700006,"Source areas of phosphorus transfer in an agricultural catchment, south-eastern Norway",ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,4,56,292-306,DEC,2006,"Bechmann, Marianne E. | Deelstra, Johannes",phosphorus | catchments | erosion | soil P status | source areas,10.1080/09064710500325871,NA,106LJ,0906-4710,NA,agriculture,agriculture
WOS:000459527800037,Effect of irrigation-drainage unit on phosphorus interception in paddy field system,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,235,319-327,APR 1,2019,"Hua, Lingling | Zhai, Limei | Liu, Jian | Liu, Hongbin | Zhang, Fulin | Fan, Xianpeng",Non-point source pollution | Irrigation-drainage unit | Phosphorus | Paddy field system,10.1016/j.jenvman.2019.01.059,NA,HM5PO,0301-4797,NA,agriculture,agriculture
WOS:000431064900010,Simulating long-term effect of Hyrcanian forest loss on phosphorus loading at the sub-watershed level,JOURNAL OF ARID LAND,3,10,457-469,JUN,2018,"Rajaei, Fatemeh | Sari, Abbas E. | Salmanmahiny, Abdolrassoul | Randhir, Timothy O. | Delavar, Majid | Behrooz, Reza D. | Bavani, Alireza M.",phosphorus | land use change modeling | forest loss | prioritizing management area | Tajan River | Iran,10.1007/s40333-018-0012-3,NA,GE2SM,1674-6767,NA,agriculture,agriculture
